elapsed,p10,p21,p31,p22,p32,t1,t2,p20,p30,pINJ,inj1,inj2,ign,lc
1693503294194024583,13.068,1.14108,2.65561,1.04642,14.6772,27.9786,25.2482,2.87446,17.0001,6.09776,28.7321,30.9911,26.8591,-12.8078
1693503294263204535,11.7428,0.762443,1.14108,1.33039,13.4467,28.8647,25.8243,4.39131,18.0429,7.3302,27.5324,31.1174,27.0639,-12.8078
1693503294332306678,11.8375,0.95176,2.08766,1.14108,13.2573,28.2609,25.2969,2.11603,19.5598,7.2354,29.1219,31.3023,27.2495,-12.6814
1693503294401416538,11.8375,0.95176,2.08766,1.14108,13.2573,28.2609,25.2969,2.11603,19.5598,7.2354,29.1219,31.3023,27.2495,-12.6814
1693503294470487881,11.4588,1.23574,2.56095,1.33039,13.2573,28.2711,25.8537,4.2017,17.7585,7.2354,28.2155,31.565,26.4197,-12.4918
1693503294539593892,11.8375,1.04642,2.37164,1.23574,13.068,28.2124,25.8729,2.68485,16.3365,4.58091,28.0595,31.0982,27.4351,-13.5029
1693503294608702988,11.8375,1.04642,2.37164,1.23574,13.068,28.2124,25.8729,2.68485,16.3365,4.58091,28.0595,31.0982,27.4351,-13.5029
1693503294677813313,11.7428,0.762443,1.04642,1.23574,12.9734,28.4945,25.375,2.49525,19.465,7.3302,28.81,30.7576,27.3276,-12.6814
1693503294746935106,11.5535,1.04642,2.46629,1.14108,13.2573,28.3196,26.0585,4.77052,16.5261,5.71855,28.1375,30.7869,27.4351,-13.1237
1693503294816034463,11.5535,1.04642,2.46629,1.14108,13.2573,28.3196,26.0585,4.77052,16.5261,5.71855,28.1375,30.7869,27.4351,-13.1237
1693503294885233156,13.2573,1.04642,3.1289,1.23574,13.352,27.8228,25.5606,1.73682,19.1806,7.42501,28.2935,31.176,26.4197,-12.6182
1693503294954312237,11.2695,1.04642,2.37164,1.14108,13.4467,28.7868,26.1365,2.21084,18.0429,6.00296,28.0007,31.1952,26.9077,-12.9974
1693503295023502697,11.2695,1.04642,2.37164,1.14108,13.4467,28.7868,26.1365,2.21084,18.0429,6.00296,28.0007,31.1952,26.9077,-12.9974
1693503295092605879,11.8375,1.04642,2.46629,1.51971,13.068,28.2417,26.2926,4.2017,17.8533,5.62375,28.3715,31.4873,26.576,-13.4397
1693503295161794072,11.6482,1.14108,2.37164,1.23574,13.1627,28.446,26.6533,2.11603,16.0521,7.2354,28.5761,31.3023,27.4057,-12.6182
1693503295230897016,11.7428,1.89834,1.14108,1.23574,13.2573,28.6311,24.8089,3.91729,17.9481,7.2354,28.4201,31.0689,27.0153,-12.9342
1693503295300078909,11.7428,1.89834,1.14108,1.23574,13.2573,28.6311,24.8089,3.91729,17.9481,7.2354,28.4201,31.0689,27.0153,-12.9342
1693503295369151967,11.8375,0.95176,2.46629,1.23574,13.352,27.9007,25.6387,2.87446,16.4313,5.62375,28.5275,30.8647,27.279,-13.3133
1693503295438341741,12.5947,1.04642,1.61437,1.14108,13.1627,29.2538,26.2926,4.58091,16.8105,5.71855,28.6247,30.3389,26.9858,-13.2501
1693503295507526386,12.5947,1.04642,1.61437,1.14108,13.1627,29.2538,26.2926,4.58091,16.8105,5.71855,28.6247,30.3389,26.9858,-13.2501
1693503295576716498,11.2695,1.04642,1.51971,1.04642,14.3932,28.4167,25.7654,3.34847,15.0093,7.51981,28.888,31.1467,26.8591,-12.9342
1693503295645793609,11.5535,1.04642,2.18232,1.14108,11.5535,29.0982,26.0585,2.96926,16.6209,7.42501,28.3715,31.3317,26.4979,-12.871
1693503295714981936,11.5535,1.04642,2.18232,1.14108,11.5535,29.0982,26.0585,2.96926,16.6209,7.42501,28.3715,31.3317,26.4979,-12.871
1693503295784085790,11.7428,1.04642,2.46629,1.14108,13.068,28.5239,25.7949,2.87446,18.0429,4.2017,28.81,30.8354,27.5618,-13.3765
1693503295853161332,11.8375,1.04642,2.46629,1.33039,13.1627,28.0859,25.2777,2.96926,16.7157,7.3302,28.4009,30.8941,27.2303,-13.0606
1693503295922348729,11.8375,1.04642,2.46629,1.33039,13.1627,28.0859,25.2777,2.96926,16.7157,7.3302,28.4009,30.8941,27.2303,-13.0606
1693503295991533491,11.7428,1.14108,2.46629,1.14108,15.6238,28.7575,25.6387,4.67572,19.2754,5.90816,28.0301,31.2245,27.4838,-12.9974
1693503296060647144,13.4467,1.23574,2.65561,1.14108,13.2573,28.1638,26.4487,2.77966,17.7585,7.2354,28.5761,30.6019,27.1715,-12.8078
1693503296129844062,13.4467,1.23574,2.65561,1.14108,13.2573,28.1638,26.4487,2.77966,17.7585,7.2354,28.5761,30.6019,27.1715,-12.8078
1693503296199028099,11.6482,1.04642,2.65561,0.95176,13.2573,28.9425,25.7462,3.82249,17.8533,5.71855,28.888,31.2245,27.2495,-13.3765
1693503296268214329,11.3642,1.42505,2.65561,1.14108,13.068,28.0859,25.8243,2.87446,17.9481,7.2354,28.3421,30.3683,26.9372,-12.7446
1693503296337317034,12.8787,1.14108,1.14108,1.14108,13.068,28.6018,25.8729,4.67572,16.4313,5.71855,27.9521,30.7576,26.8591,-13.0606
1693503296406499258,12.8787,1.14108,1.14108,1.14108,13.068,28.6018,25.8729,4.67572,16.4313,5.71855,27.9521,30.7576,26.8591,-13.0606
1693503296475685880,11.9321,1.14108,2.18232,1.33039,14.8665,28.4167,25.7654,2.02123,16.4313,7.3302,28.3127,30.6504,27.0639,-12.8078
1693503296544765312,11.5535,0.762443,1.14108,1.23574,13.068,28.5239,26.2632,2.68485,14.9144,5.62375,29.0439,30.9911,27.6399,-12.9342
1693503296613953448,11.5535,0.762443,1.14108,1.23574,13.068,28.5239,26.2632,2.68485,14.9144,5.62375,29.0439,30.9911,27.6399,-12.9342
1693503296683029110,11.8375,1.14108,2.46629,1.14108,14.9612,29.1275,25.7756,3.06406,16.8105,5.14973,28.2935,31.4095,27.279,-13.1237
1693503296752107539,11.9321,0.762443,2.37164,1.23574,13.352,28.2711,26.244,1.92643,17.9481,7.1406,28.8688,31.5166,27.3865,-12.871
1693503296821295637,11.9321,0.762443,2.37164,1.23574,13.352,28.2711,26.244,1.92643,17.9481,7.1406,28.8688,31.5166,27.3865,-12.871
1693503296890484017,11.7428,1.23574,2.46629,1.14108,13.352,28.6018,25.5606,4.58091,17.9481,3.91729,28.6541,31.3801,26.5466,-13.6293
1693503296959670466,14.7719,0.857102,1.70903,1.23574,12.9734,28.6796,25.7949,3.06406,17.8533,7.51981,28.7321,30.4462,26.7028,-13.1237
1693503297028779826,14.7719,0.857102,1.70903,1.23574,12.9734,28.6796,25.7949,3.06406,17.8533,7.51981,28.7321,30.4462,26.7028,-13.1237
1693503297097977827,11.6482,0.857102,2.46629,1.14108,13.068,28.9425,25.8243,2.77966,17.8533,5.05493,28.1081,31.1467,27.2495,-14.0084
1693503297167090552,11.8375,1.04642,2.46629,1.04642,15.0559,28.6311,25.4339,2.87446,15.9573,5.90816,28.5761,30.8354,26.9372,-12.9974
1693503297236280723,11.8375,1.04642,2.46629,1.04642,15.0559,28.6311,25.4339,2.87446,15.9573,5.90816,28.5761,30.8354,26.9372,-12.9974
1693503297305465001,11.5535,1.04642,2.37164,1.04642,13.352,28.3489,25.3852,3.82249,18.0429,4.0121,28.1861,29.9789,26.8591,-13.2501
1693503297374650114,14.5826,1.14108,2.46629,1.14108,13.352,27.5404,25.8243,2.87446,18.0429,8.94185,28.4687,31.1952,26.9077,-12.8078
1693503297443727033,12.5947,1.04642,2.56095,1.23574,11.4588,28.7868,26.5267,2.68485,18.1378,5.90816,28.8586,30.9617,27.0639,-12.7446
1693503297512773407,12.5947,1.04642,2.56095,1.23574,11.4588,28.7868,26.5267,2.68485,18.1378,5.90816,28.8586,30.9617,27.0639,-12.7446
1693503297581851986,11.6482,0.95176,2.27698,1.14108,14.7719,28.6311,25.8243,4.58091,18.2326,7.1406,28.6247,30.9617,26.9077,-12.8078
