elapsed,p10,p21,p31,p22,p32,t1,t2,p20,p30,pINJ,inj1,inj2,ign,lc
1697736048454745941,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1697736048523929563,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1697736048593105352,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1697736048662385918,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1697736048731595757,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1697736048800880409,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1697736048870165881,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1697736048939357468,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1697736049008639489,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1697736049077859800,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1697736049147065969,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1697736049216261853,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1697736049285529309,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1697736049354768889,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1697736049424037408,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1697736049493305127,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1697736049562572244,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1697736049631816677,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1697736049700901735,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1697736049770204894,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1697736049839472270,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1697736049908744063,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1697736049978011871,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1697736050047274548,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1697736050116529874,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1697736050185762526,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1697736050254954093,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1697736050324185357,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1697736050393370434,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1697736050462626159,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1697736050531802068,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1697736050601057669,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1697736050670313021,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1697736050739532149,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1697736050808789316,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1697736050877987972,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1697736050947162725,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1697736051016339909,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1697736051085585464,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1697736051154762889,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1697736051223946212,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1697736051293189506,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1697736051362434088,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1697736051431677658,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1697736051500920424,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1697736051570130751,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1697736051639373846,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1697736051708619370,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1697736051777862814,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1697736051847105879,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1697736051916349215,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1697736051985580215,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1697736052054817297,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1697736052124051011,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1697736052193270244,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1697736052262504457,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1697736052331683279,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1697736052400908123,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1697736052470144731,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1697736052539381348,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1697736052608617458,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1697736052677853859,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1697736052747068333,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1697736052816304455,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1697736052885540294,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1697736052954726379,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1697736053023962078,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1697736053093183033,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1697736053162376158,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1697736053231604302,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1697736053300797871,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1697736053369993637,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1697736053439167562,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1697736053508300615,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1697736053577559063,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1697736053646787060,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1697736053715980533,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1697736053785241931,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1697736053854469473,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1697736053923697477,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1697736053992925241,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1697736054062151327,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1697736054131326078,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1697736054200507420,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1697736054269684119,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1697736054338901207,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1697736054408107278,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1697736054477285632,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1697736054546506556,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1697736054615710968,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1697736054684808905,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1697736054754020020,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1697736054823202989,0,0,0,0,0,0,0,0,0,0,0,0,0,0
