elapsed,p10,p21,p31,p22,p32,t1,t2,p20,p30,pINJ,inj1,inj2,ign,lc
1697736150039212986,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1697736150108386717,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1697736150177558275,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1697736150246730889,48.3756,5.30604,0.857102,1.33039,14.7719,24.6882,25.3134,2923.19,2811.79,1752.84,-273,5.91417e+255,-273,156.129
1697736150315848027,38.4365,6.5366,0.95176,1.23574,15.1505,25.079,23.9063,2921.96,2826.68,2017.25,-273,5.91417e+255,-273,293.088
1697736150385023413,38.4365,6.5366,0.95176,1.23574,15.1505,25.079,23.9063,2921.96,2826.68,2017.25,-273,5.91417e+255,-273,293.088
1697736150454200663,34.8394,7.10455,0.857102,1.33039,16.5704,24.3266,25.1083,2922.81,2831.13,2075.74,-273,5.91417e+255,-273,339.542
1697736150523377333,37.3006,6.72592,0.95176,1.23574,14.6772,24.8739,24.5612,2923.38,2831.23,2089.96,-273,5.91417e+255,-273,355.279
1697736150592504055,37.3006,6.72592,0.95176,1.23574,14.6772,24.8739,24.5612,2923.38,2831.23,2089.96,-273,5.91417e+255,-273,355.279
1697736150661732113,34.0822,8.24045,0.857102,1.33039,16.4757,24.5612,24.1702,2915.79,2825.26,2089.11,-273,5.91417e+255,-273,359.829
1697736150730908387,30.4852,5.02207,1.04642,1.33039,16.4757,24.7957,23.9356,2923,2827.91,2092.81,-273,5.91417e+255,-273,361.473
1697736150800081435,34.8394,5.4007,1.04642,1.33039,16.4757,25.0302,24.7957,2916.46,2825.64,2089.58,-273,5.91417e+255,-273,362.294
1697736150869257454,34.8394,5.4007,1.04642,1.33039,16.4757,25.0302,24.7957,2916.46,2825.64,2089.58,-273,5.91417e+255,-273,362.294
1697736150938432979,32.473,5.02207,1.04642,1.23574,14.4879,24.0627,23.2805,2923.66,2829.71,2092.9,-273,5.91417e+255,-273,363.116
1697736151007609746,30.2012,7.00989,0.95176,1.42505,16.2864,24.7175,23.701,2921.01,2828.48,2092.71,-273,5.91417e+255,-273,363.558
1697736151076786179,30.2012,7.00989,0.95176,1.42505,16.2864,24.7175,23.701,2921.01,2828.48,2092.71,-273,5.91417e+255,-273,363.558
1697736151145962517,32.3783,8.24045,1.14108,1.42505,15.0559,25.1083,23.9356,2923.76,2830.66,2093.47,-273,5.91417e+255,-273,364.317
1697736151215139205,31.6211,8.24045,0.857102,1.33039,14.9612,24.4537,23.5934,2922.71,2828.01,2092.71,-273,5.91417e+255,-273,363.874
1697736151284315799,31.6211,8.24045,0.857102,1.33039,14.9612,24.4537,23.5934,2922.71,2828.01,2092.71,-273,5.91417e+255,-273,363.874
1697736151353491300,31.0531,8.42977,1.04642,1.14108,15.1505,24.5319,24.2973,2923.76,2827.91,2092.9,-273,5.91417e+255,-273,363.938
1697736151422668689,28.308,6.82058,1.14108,1.23574,14.3932,24.3755,24.5319,2923.19,2828.95,2093.57,-273,5.91417e+255,-273,364.19
1697736151491749604,28.308,6.82058,1.14108,1.23574,14.3932,24.3755,24.5319,2923.19,2828.95,2093.57,-273,5.91417e+255,-273,364.19
1697736151560925383,31.2424,8.52443,1.04642,1.42505,14.5826,24.0138,23.9356,2916.27,2824.21,2090.15,-273,5.91417e+255,-273,363.306
1697736151630101647,29.7279,5.68468,0.95176,1.23574,14.8665,24.6882,23.9063,2923.57,2829.52,2093.38,-273,5.91417e+255,-273,363.748
1697736151699166334,28.876,8.24045,0.95176,1.42505,16.4757,25.0302,24.0138,2918.54,2825.45,2090.63,-273,5.91417e+255,-273,363.558
1697736151768342142,28.876,8.24045,0.95176,1.42505,16.4757,25.0302,24.0138,2918.54,2825.45,2090.63,-273,5.91417e+255,-273,363.558
1697736151837505765,24.8057,6.82058,0.95176,1.42505,16.2864,24.6394,23.6227,2924.52,2828.86,2093.57,-273,5.91417e+255,-273,364.001
1697736151906683070,27.2668,8.24045,0.95176,1.33039,14.7719,25.0009,24.5319,2922.24,2827.72,2092.71,-273,5.91417e+255,-273,364.064
1697736151975859181,27.2668,8.24045,0.95176,1.33039,14.7719,25.0009,24.5319,2922.24,2827.72,2092.71,-273,5.91417e+255,-273,364.064
1697736152045035614,24.995,6.82058,0.95176,1.23574,14.3932,25.2353,24.3755,2924.8,2829.62,2094.04,-273,5.91417e+255,-273,364.633
1697736152114212340,24.2377,6.72592,0.857102,1.33039,16.1918,24.3462,24.268,2923.19,2829.62,2094.32,-273,5.91417e+255,-273,364.696
1697736152183388027,24.2377,6.72592,0.857102,1.33039,16.1918,24.3462,24.268,2923.19,2829.62,2094.32,-273,5.91417e+255,-273,364.696
1697736152252564811,26.5095,5.68468,0.857102,1.33039,15.1505,24.5612,25.1083,2924.99,2829.33,2093.57,-273,5.91417e+255,-273,364.759
1697736152321740913,24.427,8.33511,0.857102,1.23574,15.0559,24.9716,24.0334,2924.23,2828.86,2093.47,-273,5.91417e+255,-273,364.317
1697736152390916091,24.427,8.33511,0.857102,1.23574,15.0559,24.9716,24.0334,2924.23,2828.86,2093.47,-273,5.91417e+255,-273,364.317
1697736152460093603,22.2499,6.72592,1.04642,1.33039,16.4757,24.5905,24.9032,2916.74,2823.27,2090.15,-273,5.91417e+255,-273,363.495
